"JF Canelas (JFC)","21:54","21:42","22:00","21:48","22:06","22:24","22:12","22:30","22:18","22:36","22:54","22:42","23:00","22:48","23:06","23:24","23:12","23:30","23:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ULS Canelas (HCA1)","21:55","21:43","22:01","21:49","22:07","22:25","22:13","22:31","22:19","22:37","22:55","22:43","23:01","22:49","23:07","23:25","23:13","23:31","23:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Praça da Figueira (PFG)","21:55","21:43","22:01","21:49","22:07","22:25","22:13","22:31","22:19","22:37","22:55","22:43","23:01","22:49","23:07","23:25","23:13","23:31","23:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rua do Funchal (RFU)","21:56","21:44","22:02","21:50","22:08","22:26","22:14","22:32","22:20","22:38","22:56","22:44","23:02","22:50","23:08","23:26","23:14","23:32","23:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bombeiros Voluntários (BV)","21:56","21:44","22:02","21:50","22:08","22:26","22:14","22:32","22:20","22:38","22:56","22:44","23:02","22:50","23:08","23:26","23:14","23:32","23:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(...)","21:57","21:45","22:03","21:51","22:09","22:27","22:15","22:33","22:21","22:39","22:57","22:45","23:03","22:51","23:09","23:27","23:15","23:33","23:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(...)","21:57","21:45","22:03","21:51","22:09","22:27","22:15","22:33","22:21","22:39","22:57","22:45","23:03","22:51","23:09","23:27","23:15","23:33","23:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(...)","21:57","21:45","22:03","21:51","22:09","22:27","22:15","22:33","22:21","22:39","22:57","22:45","23:03","22:51","23:09","23:27","23:15","23:33","23:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(...)","21:57","21:45","22:03","21:51","22:09","22:27","22:15","22:33","22:21","22:39","22:57","22:45","23:03","22:51","23:09","23:27","23:15","23:33","23:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(...)","21:58","21:46","22:04","21:52","22:10","22:28","22:16","22:34","22:22","22:40","22:58","22:46","23:04","22:52","23:10","23:28","23:16","23:34","23:22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JARDIM DO IMPÉRIO","21:59","21:47","22:05","21:53","22:11","22:29","22:17","22:35","22:23","22:41","22:59","22:47","23:05","22:53","23:11","23:29","23:17","23:35","23:23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tempo Suporte/Wait Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","1","","3","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLIENT TIME:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025/09/28 17:08:51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"21:30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHIFT TIME","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
